1.1.2.25.1,112A-TAAR-R02_C_1 v1,112A-TAAR-R02_C_1 v1,,,,,Working,,,1,Discrete Component
1.1.2.26,ESP32C6_VARISTOR_CT/CN1812,ESP32C6_VARISTOR_CT/CN1812,,,,,Working,,,1,Discrete Component
1.1.2.26.1,B72520T0350K062 v1,B72520T0350K062 v1,,,,,Working,,,1,Discrete Component
1.1.2.27,SON127P600X800X80-9N,SON127P600X800X80-9N,,,,,Working,,,1,Discrete Component
1.1.2.27.1,W25Q512JVEIQ--3DModel-STEP-269445 v1,W25Q512JVEIQ--3DModel-STEP-269445 v1,,,,,Working,,,1,Discrete Component
1.1.2.28,CAPCP3225X100N,CAPCP3225X100N,,,,,Working,,,1,Discrete Component
1.1.2.29,RCL_CT3528,RCL_CT3528,,,,,Working,,,1,Discrete Component
1.1.2.30,SOT95P280X145-6N,SOT95P280X145-6N,,,,,Working,,,1,Discrete Component
1.1.2.30.1,USBLC6-2SC6Y--3DModel-STEP-56544 v1,USBLC6-2SC6Y--3DModel-STEP-56544 v1,,,,,Working,,,1,Discrete Component
1.1.2.31,SAMACSYS_PARTS_USB4110GFA,SAMACSYS_PARTS_USB4110GFA,,,,,Working,,,1,Discrete Component
1.1.2.31.1,USB4110-GF-A v1,USB4110-GF-A v1,,,,,Working,,,1,Discrete Component
1.1.2.32,SJ,SJ,,,,,Working,,,1,Discrete Component
1.1.2.32.1,SolderPasteJumper2way v1,SolderPasteJumper2way v1,,,,,Working,,,1,Discrete Component
1.1.2.33,IND_4828-WE-TPC_WRE,IND_4828-WE-TPC_WRE,,,,,Working,,,1,Discrete Component
1.1.2.33.1,744043680 v1,744043680 v1,,,,,Working,,,1,Discrete Component
1.1.2.34,SON50P200X200X80-9N,SON50P200X200X80-9N,,,,,Working,,,1,Discrete Component
1.1.2.34.1,MAX17048G-T10--3DModel-STEP-510211 v1,MAX17048G-T10--3DModel-STEP-510211 v1,,,,,Working,,,1,Discrete Component
1.1.2.35,ESP32_WROVER_SPARKFUN-DISCRETESEMI_SOT23-3 (1),ESP32_WROVER_SPARKFUN-DISCRETESEMI_SOT23-3 (1),,,,,Working,,,1,Discrete Component
1.1.3,Board,Board,,,,,Working,,,1,Steel
1.1.4,1-soldermask,1-soldermask,,,,,Working,,,1,Steel
1.1.5,16-copper,16-copper,,,,,Working,,,1,Steel
1.1.6,1-copper,1-copper,,,,,Working,,,1,Steel
1.2,Waveshare 7.5 E-ink - No Cable,Waveshare 7.5 E-ink - No Cable,External,,Unknown,,Working,,,1,Steel
